ID,Curso,Descricao,Competencias provaveis
1163,Gestão e Implementação de Políticas Públicas e de Organismos de Políticas para Mulheres,"Neste Curso você terá acesso aos elementos básicos para planejar, gerir e implementar políticas para as mulheres numa perspectiva interseccional. Desde a discussão mais simples sobre fundamentos do Estado e das Políticas Públicas, passando pela construção e sustentabilidade dos Organismos de Políticas para as Mulheres, o curso busca qualificar lideranças femininas e suas equipes na gestão pública dos diferentes níveis e aperfeiçoar seus conhecimentos na atuação político-institucional na construção dessas políticas públicas.",['políticas públicas']
1162,Gerenciar Projetos com o Microsoft 365,"O gerenciamento de projetos pode ser complicado, mas há diversas ferramentas disponíveis no Microsoft 365 que podem auxiliar na melhoria de eficiência e no gerenciamento de parcerias com as partes interessadas. Após este curso, os alunos terão condições de gerenciar seus projetos usando as ferramentas de forma mais eficaz.","['gestão de projetos', 'gestão de processos']"
1156,Otimização de trabalho com o Microsoft 365,"Conhecer o básico é ótimo, mas saber como adaptar os produtos do Microsoft 365 às suas necessidades específicas do dia a dia é ainda melhor. Neste curso, os alunos obterão o conhecimento necessário para utilizar diversos produtos do Microsoft 365, para que se comuniquem com mais eficiência, engajem seu público e se mantenham organizados.",[]
1160,Gerenciar Dados com o Microsoft 365,"Aprender a gerenciar dados usando o Microsoft 365 é uma habilidade essencial que permitirá que os alunos assumam qualquer projeto com confiança. Este curso mostrará aos alunos como coletar, organizar e distribuir dados usando ferramentas de dados, incluindo Forms, Power Automate, Excel e Power BI. Ficou interessado? Inscreva-se!",[]
1052,SEI! USAR 4.0,"Você já ouviu falar do SEI, o Sistema Eletrônico de Informações? Se você faz parte da Administração Pública brasileira ou está interessado em aprimorar suas habilidades em gestão documental, este curso apresenta as principais funcionalidades do SEI. Descubra como

facilitar o acesso a informações institucionais, proporcionando celeridade, segurança e economicidade. Torne-se apto a identificar e utilizar plenamente as funcionalidades do SEI. Inscreva-se!",[]
1071,Formação de Gestores Escolares do Programa Aprender Valor,"Essa formação prepara gestores educacionais (diretores escolares, coordenadores pedagógicos e técnicos de secretarias de educação) para a implementação de projetos escolares com Educação Financeira integrada, no âmbito do programa Aprender Valor, do Banco Central do Brasil. Gestão da aprendizagem, trabalho colaborativo e gestão do currículo são temas tratados na formação.",[]
1076,Educação Financeira Pessoal,"Esse curso prepara você para lidar melhor com seu dinheiro, por meio do tripé de educação financeira “PLA-POU-CRÉ”: PLAnejar o uso do dinheiro, POUpar ativamente e usar o CRÉdito de forma responsável. Embora desenvolvido com foco em educadores e gestores escolares, pode ser feito por qualquer pessoa interessada em melhorar a gestão de suas finanças pessoais e realizar sonhos!",['finanças públicas']
1072,Formação de Professores do Programa Aprender Valor,"Essa formação prepara professores para a execução, em sala de aula, de projetos escolares com Educação Financeira integrada, no âmbito do programa Aprender Valor, do Banco Central do Brasil.",[]
946,Business Intelligence no Sistema Integrado de Planejamento e Orçamento - Siop BI,"O SIOP BI é um sistema da Administração Pública Federal que integra tecnologia de Business Intelligence ao Sistema Integrado de Planejamento e Orçamento - SIOP. Neste curso, você conhecerá as principais funcionalidades e procedimentos necessários para operacionalização desse sistema que possibilita a realização de consultas e extração de dados. Quer aprender sobre o assunto? Inscreva-se!","['gestão de projetos', 'gestão de processos', 'gestão pública', 'gestão de serviços públicos']"
1135,Seleção de lideranças: como escolher as melhores pessoas,"Neste curso, você conhecerá boas práticas, técnicas e ferramentas na realização de processos seletivos, etapas avaliativas incluindo a avaliação de competências comportamentais, entrevista técnica e final, como fazer a escolha da pessoa candidata e a importância do feedback em processos seletivos. Saiba mais e inscreva-se.",['avaliação de desempenho']
1138,Primeiros passos com o Microsoft 365,"Neste curso, você conhecerá as principais ferramentas para edição de textos, planilhas e apresentaçoes do Microsoft 365 e compreenderá funcionalidades dessas ferramentas que auxiliarão no uso em ambiente de trabalho. Além disso, você aprenderá a aplicar recursos básicos e a utilizar outras ferramentas, como o OneNote e o Outlook. Inscreva-se para saber mais!",[]
1139,Colaboração com o Microsoft 365,"Neste curso, você conhecerá as principais ferramentas colaborativas e comucacionais do Microsoft 365 e compreenderá funcionalidades dessas ferramentas que auxiliarão no uso em ambiente de trabalho. Além disso, você aprenderá a aplicar recursos básicos e a utilizar outras ferramentas, como o SharePoint. Inscreva-se para saber mais!",[]
1067,Gestão da Mobilidade,"Neste curso, você conhecerá aspectos do modelo de mobilidade urbana e também os principais pontos da gestão de mobilidade, compreendendo estratégias apresentadas realizar essa gestão. Saiba mais sobre o assunto. Inscreva-se!",['gestão de cidades inteligentes']
1129,Mobilidade por Bicicleta,"Neste curso, você compreenderá a importância do planejamento cicloviário das cidades e suas interfaces com os demais aspectos do desenvolvimento orientado ao transporte urbano, a partir dos conceitos e de orientaçoes relevantes sobre o assunto. Além disso, você conhecerá os principais aspectos para implementação e monitoramento dos sistemas de bicicletas compartilhadas como uma alternativa para a mobilidade das pessoas. Inscreva-se!",['gestão de cidades inteligentes']
1128,Transporte Público,"Neste curso, você compreenderá a relevância de se ter uma rede de transporte público integrada nas cidades e como ocorre o planejamento e implementação de corredores e sistemas de BRT. Além disso, entenderá o processo de transição das cidades para eletromobilidade no transporte público e os desafios para combater as desigualdades de gênero e raça na mobilidade urbana. Quer saber mais? Inscreva-se.",['gestão de cidades inteligentes']
1126,Desenvolvimento Orientado ao Transporte Sustentável (DOTS),"Neste curso, você compreenderá a importância do desenvolvimento urbano orientado ao transporte sustentável, a partir de princípios e conceitos que são trabalhados e da
apresentação de possibilidades de implementação de políticas e projetos atinentes ao assunto. Além disso, você entenderá a relação entre mobilidade urbana e habitação social e os impactos dessa mobilidade na mudança do clima, conhecendo estratégias de mitigação. Saiba mais, inscreva-se!",[]
1127,Mobilidade a Pé,"Neste curso, você conhecerá os aspectos importantes da mobilidade a pé e a relação entre o pedestre e o desenvolvimento urbano. Você compreenderá a importância de se ter uma cidade mais caminhável, com base em normas definidas e ferramentas possíveis, e conhecerá também estratégias para o desenho de ruas mais seguras e inclusivas para pedestres. Faça já sua inscrição!",['gestão de cidades inteligentes']
944,Despesas por Função COFOG,"Neste curso, você conhecerá a Classificação das Funções de Governo (COFOG) definida pela Organização das Nações Unidas (ONU), compreenderá sua aplicação prática, sua estrutura e também a importância da classificação das despesas por funções governamentais. Além disso, você conhecerá os conceitos chave e um comparativo entre a COFOG e a Portaria SOF nº 42/1999. Inscreva-se para saber mais.",[]
1074,Higiene Ocupacional,"Neste curso, você conhecerá normas, estratégias e orientações para reconhecer, avaliar e controlar os riscos ocupacionais nos ambientes de trabalho. Ações de higiene ocupacional tem como foco a redução dos riscos e prevenção de doenças ocupacionais causadas por agentes ambientais. Quer saber mais? Inscreva-se!",['gestão de riscos']
1131,Como trabalhar e colaborar On-line,"O curso foi desenvolvido para que você adquira conhecimentos e habilidades necessárias para ter sucesso na transformação digital e proficiência no trabalho on-line, utilizando ferramentas de compartilhamento de arquivos, videochamadas edição documentos de forma colaborativa e muito mais. Ficou interessado? Inscreva-se!",['transformação digital']
1130,Como Trabalhar com Computadores e Dispositivos Móveis,"O curso aborda os conceitos básicos de como trabalhar com dispositivos como computadores, tablets e smartphones. Usando uma linguagem livre de jargões, este curso irá desmitificar conceitos desconhecidos e ajudará a solidificar o que os alunos já sabem, além de expô-los a novas técnicas. Ficou interessado? Inscreva-se!",['design instrucional']
1056,Hidrologia Básica,"Neste curso, você encontrará um conjunto de conceitos relacionados à Hidrologia, como Sistemas Hidrológicos, Ciclo hidrológico e Bacias Hidrográficas e poderá compreender os principais fenômenos oriundos da interação da água com o meio ambiente que influenciam a disponibilidade dos recursos hídricos em uma dada região.",[]
1114,Conselho da Comunidade e Controle Social - Formação de Conselheiros,"O curso Conselho da Comunidade e Controle Social: Formação de Conselheiros foi desenvolvido obedecendo às diretrizes pedagógicas definidas pela Escola Nacional de Serviços Penais (ESPEN), escola de governo da União alocada na estrutura da Secretaria Nacional de Políticas Penais (SENAPPEN) e em paralelo à cooperação interinstitucional com a Universidade Federal de Santa Catarina em 2022.","['gestão pública', 'administração pública', 'auditoria governamental', 'gestão de serviços públicos', 'controle social', 'accountability pública']"
1120,Mulheres na liderança: potencialize suas habilidades e impulsione a mudança,"O curso Mulheres na liderança: potencialize suas habilidades e impulsione a mudança foi desenvolvido pelo Banco Interamericano de Desenvolvimento (BID).

O curso foi desenvolvido com foco na necessidade de promover a inclusão e a liderança das mulheres em diferentes ambientes, potencializar suas habilidades de liderança e impulsionar mudanças em suas carreiras.",[]
1115,Prevenção e Enfrentamento do Assédio Sexual e Moral,"Neste curso, você conhecerá os elementos caracterizadores e as causas estruturantes do assédio moral e também sexual. Além disso, são apresentadas informações que contribuem para a prevenção e o combate ao assédio na Administração Pública, por meio da indicação de ferramentas e estratégias de enfrentamento. O curso tem como base o Programa de Auxílio à Prevenção e Enfrentamento ao Assédio Sexual da Procuradoria-Geral Federal (PGF). Faça já sua inscrição e colabore com uma cultura institucional de respeito e segurança.",[]
1081,Gestão de Cidades e Contexto da Infraestrutura Urbana,"Neste curso, você conhecerá os principais arranjos do planejamento e da gestão de cidades na área de infraestrutura social e urbana. São apresentados conceitos e instrumentos públicos relacionados ao tema e abordados os aspectos gerais do orçamento público e do ciclo orçamentário. O curso foi desenvolvido pelo Instituto de Planejamento e Gestão de Cidades (IPGC) e pela Fundação João Pinheiro (FJP)","['gestão de projetos', 'gestão pública', 'políticas públicas', 'gestão de cidades inteligentes']"
1089,"Saúde mental, atenção psicossocial e interculturalidade nas migrações","Neste curso, você conhecerá os principais fatores que levam as pessoas migrantes a demandarem os serviços de saúde mental e de atenção psicossocial no processo de migração. Você também compreenderá os desafios enfrentados por esse público e poderá prestar a assistência adequada a partir da comunicação intercultural e da compreensão das especificidades. Esta iniciativa busca fortalecer as redes de apoio comunitárias nos cuidados em saúde mental e atenção psicossocial (SMAPS) das pessoas migrantes. Inscreva-se para saber mais.",['atendimento ao cidadão']
1060,Boas Práticas para o Licenciamento Municipal de Obras e Construções,"Neste curso, você conhecerá as boas práticas de licenciamento para obras e construções implementadas por prefeituras de diferentes municípios brasileiros que possibilitaram o alcance de benefícios e oportunidades aos setores público e privado, por meio da simplificação de normas urbanísticas, desburocratização e racionalização dos processos relacionados. Saiba mais e inscreva-se.","['gestão pública', 'gestão de cidades inteligentes']"
1092,A Evolução das buscas Online,"A ferramenta de busca online é uma aliada fundamental para localizarmos fontes confiáveis, relevantes e atualizadas para nossas pesquisas, estudos ou trabalhos. Além disso, proporciona recursos avançados para filtrar, ordenar e personalizar os resultados de acordo com nossas preferências e necessidades individuais. Com ela, podemos explorar uma variedade de tipos de conteúdo, incluindo imagens, vídeos, mapas, livros e muito mais. Ficou interessado? Inscreva-se!",[]
1093,Como ser mais Produtivo usando o Bing Chat,"O Bing Chat é uma ferramenta de comunicação que oferece recursos de mensagens instantâneas, colaboração em equipe e integração com outros aplicativos da Microsoft, como o Office 365. Este curso irá auxiliá-lo a ampliar sua produtividade e eficácia ao utilizar esta plataforma de comunicação. Ficou interessado? Inscreva-se!",[]
1090,Ética em IA,"A ética em Inteligência Artificial (IA) é um tema crucial e em constante evolução, à medida que a IA se torna cada vez mais presente em nossas vidas, influenciando desde escolhas simples do dia a dia até decisões complexas em áreas como saúde, finanças e educação. A discussão sobre ética em IA abrange uma variedade de questões inter-relacionadas, desde a transparência e responsabilidade na tomada de decisões algorítmicas até preocupações sobre viés e discriminação algorítmica, privacidade e segurança dos dados, e o impacto da automação no emprego e na sociedade como um todo.","['ética no serviço público', 'inteligência artificial']"
1088,A História da IA,"A inteligência artificial (IA) representa a capacidade de uma máquina em reproduzir habilidades semelhantes às humanas, englobando aspectos como raciocínio, aprendizagem, planejamento e criatividade.Neste curso você irá aprender sobre a história da inteligência artificial. O nosso foco é apresentar essa temática tão atual e despertar o seu interesse nas diversas aplicações que a IA possui. Ficou interessado? Inscreva-se!","['inteligência artificial', 'criatividade']"
1091,Inteligência Artificial Generativa,"A inteligência artificial generativa é um ramo da IA dedicado à criação de conteúdo, distinguindo-se daquelas mais voltadas para classificação ou identificação de informações a partir de dados prévios. As diversas subcategorias da IA têm suas próprias funcionalidades, seja em veículos autônomos, previsões climáticas ou assistentes virtuais, como os populares chatbots.A IA generativa, por sua vez, concentra-se principalmente na geração de novo conteúdo, seja em forma de texto ou imagens. Ficou interessado? Inscreva-se!",['inteligência artificial']
853,Formação de Mediadores de Leitura,"Neste curso, você vai aprender a atuar como mediador da leitura em espaços educativos, reconhecendo a leitura como uma prática social e cultural. Além disso, conhecerá as competências essenciais para tornar-se um mediador e para elaborar projetos de leitura com foco na formação de leitores proficientes.",[]
1058,A Responsabilização Administrativa na Lei Anticorrupção,"Neste curso, você conhecerá os principais aspectos da Lei Anticorrupção (Lei nº 12.846/2013) relacionados ao processo de responsabilização administrativa de pessoas jurídicas devido à prática de atos lesivos contra a Administração Pública. Além disso, você compreenderá os procedimentos para implementação do programa de integridade e dos acordos de leniência. Quer saber mais? Inscreva-se.","['ética no serviço público', 'accountability', 'direito administrativo', 'accountability pública']"
1077,"Prestação de contas, transparência e controle social no âmbito do FNDE","O FNDE é responsável pelo financiamento e pela execução das políticas educacionais que, podem ser materializadas em programas e projetos educacionais criados a partir de leis, decretos e portarias. No âmbito da Autarquia, são expedidas as resoluções que regulamentam os critérios e as instruções necessárias à sua execução e à forma de prestar contas dos recursos. Quer saber mais? Inscreva-se!","['orçamento público', 'finanças públicas', 'auditoria governamental', 'políticas públicas', 'accountability pública']"
1079,"SiGPC - Contas Online: acesso, utilização e lançamentos","O FNDE é o responsável pelo financiamento de diversos programas e projetos educaionais e realiza milhares de transferências de recursos financeiros aos entes federados anualmente, resultando no recebimento de uma quantidade exorbitante de prestações de contas. O SiGPC promove a gestão do processo de prestação de contas dos recursos transferidos aos estados, ao Distrito Federal, aos municípios e às entidades privadas sem fins lucrativos. Quer saber mais? Inscreva-se!","['orçamento público', 'finanças públicas']"
1078,SiGPC: módulo de acesso público e acompanhamento das prestações de contas,"O FNDE, como financiador dos programas e projetos educacionais, recebe, anualmente, milhares de prestações de contas. Neste contexto, foi desenvolvido o Sistema de Gestão de Prestação de Contas (SiGPC – Contas Online) para o gerenciamento do processo de prestação de contas dos recursos repassados pela Autarquia. O sistema é obrigatório para o preenchimento e envio das prestações de contas dos recursos repassados pelo FNDE. Quer saber mais? Inscreva-se!",['finanças públicas']
1080,"Notificação de prestação de contas: análise, providências e consequências",Notificar significa informar ou comunicar alguém sobre um acontecimento ou uma decisão importante. É obrigação do FNDE comunicar à entidade e aos responsáveis sobre eventuais pendências no cumprimento da obrigação de prestar contas ou sobre irregularidades ou falhas identificadas nas análises das prestações de contas. Quer saber mais? Inscreva-se!,['comunicação assertiva']
659,Termo de Compromisso Cultural: Execução,"Na fase de execução, os recursos transferidos desempenham um papel crucial na concretização do objeto do convênio. Neste curso, você verá os procedimentos operacionais conduzidos no Transferegov.br para a execução do Termo de Compromisso Cultural, estabelecendo parcerias com entidades culturais. Aprofunde seus conhecimentos sobre o processo de execução, adquirindo as habilidades necessárias para uma gestão eficaz e transparente de projetos culturais financiados pelo governo!",['gestão de projetos']
1070,Previdência Regime Geral,"Você sabia que as regras da previdência social mudaram em 2019? E que essas mudanças podem impactar a sua vida? Neste curso, você ficará por dentro das principais alterações do Regime Geral de Previdência Social e entenderá como elas afetam direitos e benefícios previdenciários. Não perca este curso, inscreva-se!",[]
1068,Prevenção e Detecção de Cartéis em Licitações,"Neste curso, você irá aprender a apoiar estruturas de compras de todos os órgãos públicos para prevenção, identificação e reação diante de indícios de cartéis em licitações. Não perca este curso, inscreva-se!",[]
959,Comunicação para Reguladores - GR6,"Neste curso, você conhecerá aspectos essenciais para uma comunicação eficaz no contexto da atividade regulatória. Se você trabalha em agências reguladoras ou atua no saneamento básico no âmbito municipal ou estadual, este curso contribuirá para o seu desenvolvimento ao apresentar estratégias, dicas e boas práticas adequadas para o aperfeiçoamento da habilidade comunicativa. Inscreva-se!","['gestão de processos', 'gestão pública', 'administração pública', 'comunicação assertiva', 'gestão de serviços públicos', 'accountability pública']"
658,Termo de Compromisso Cultural: Atos Preparatórios,"Você já ouviu falar dos ""Atos Preparatórios""? Esse é o nome dado ao conjunto de etapas que antecedem a celebração de um instrumento. Neste curso, você verá procedimentos operacionais realizados no Transferegov.br para a formalização de parcerias entre a União e entidades culturais, por meio do Termo de Compromisso Cultural (TCC). Inscreva-se!",[]
1031,Assembleias Cidadãs: inovação democrática na prática,"Neste curso você conhecerá o formato de participação social chamado ""Assembleias Cidadãs"". Serão apresentadas as experiências dessa metodologia no Brasil para encorajar lideranças públicas a incorporá-la entre as possibilidades de democracia deliberativa. Serão apresentados os principais conceitos, estágios e ferramentas utilizados em uma Assembleia Cidadã, seu planejamento, execução e avaliação de impacto.","['auditoria governamental', 'participação social']"
1033,Introdução à Eficiência Energética em Habitação de Interesse Social,"Neste curso você irá conhecer os aspectos básicos para o aumento da eficiência energética na produção de Habitações de Interesse Social, destinadas a famílias de baixa renda e em situação de vulnerabilidade. O curso visa contribuir para a melhoria da elaboração, implementação e fiscalização de projetos de HIS, que impactam positivamente a vida dos beneficiários finais.",[]
1057,Educação Patrimonial e Turismo Cultural,"Neste curso, você compreenderá as intersecções entre a educação patrimonial e o turismo cultural no Brasil, com o objetivo de conhecer estratégias de valorização e de promoção de nossos bens materiais e imateriais! Ficou interessado(a)? Inscreva-se!",[]
1055,Introdução ao Desenvolvimento Urbano Sustentável,"Desenvolvimento Urbano Sustentável é o processo de ocupação urbana orientado para o bem comum e para a redução de desigualdades. O curso fornece uma introdução abrangente aos conceitos, questões e estratégias relacionadas a esse processo, preparando os(as) participantes para uma atuação mais consciente e incentivando a busca por conhecimentos aprofundados em agendas, políticas e instrumentos urbanos.","['desenvolvimento sustentável', 'gestão de cidades inteligentes']"
650,"Convênio de Educação, Ciência, Tecnologia e Inovação: Prestação de Contas","Vai receber ou repassar recursos financeiros em parcerias com ECTI mas não sabe quais os procedimentos para prestar contas? Então este curso foi feito para você! Aprenda como proceder nos casos de financiamento, transferências e prestação de contas, por meio de passo a passos simples e diretos.",['finanças públicas']
1028,Instrumentos de Desenvolvimento Urbano Sustentável - Monitoramento e Avaliação,"Conheça boas práticas de monitoramento e avaliação de políticas públicas de Desenvolvimento Urbano Sustentável! Neste curso, você imergirá em experiências distintas de algumas cidades brasileiras e exercitará como propor mudanças ao sistema de monitoramento e avaliação de políticas públicas da sua localidade, visando promover a participação e o controle social. Inscreva-se para saber mais!","['gestão pública', 'administração pública', 'governança ambiental', 'políticas públicas', 'gestão de cidades inteligentes', 'atendimento ao cidadão', 'gestão de serviços públicos', 'accountability pública']"
1026,Educação Patrimonial e Educação Museal: Relações e Interconexões possíveis,"Neste curso, você conhecerá alguns aspectos da relação entre museus e patrimônio cultural, em especial no que diz respeito à dimensão educativa destes campos. Quer saber mais? Inscreva-se!",[]
1024,Cerrado: Eixo pedagógico e patrimônio,"Neste curso, você terá contato com algumas intersecções entre educação patrimonial e patrimônio natural. Partiremos de um dos maiores biomas brasileiros, o Cerrado, para abordar questões ligadas à ecologia e à diversidade ambiental, cultural e social. Quer saber mais? Inscreva-se!",[]
1029,Instrumentos de Desenvolvimento Urbano Sustentável - Prática nas cidades brasileiras,"Deseja conhecer experiências práticas de desenvolvimento urbano sustentável das cinco regiões do país? Neste curso, você terá contato com experiências regionais interessantes e conhecerá os fatores de sucesso e os desafios na implementação delas. Além disso, conhecerá alternativas para promover o desenvolvimento urbano sustentável e poderá refletir como cada prática pode contribuir para a sua localidade. Faça sua inscrição!","['desenvolvimento sustentável', 'gestão de cidades inteligentes']"
1012,Metodologias Educacionais Aplicadas à Temática Água e Sustentabilidade,"Já pensou em como abordar a temática água e sustentabilidade de maneira didática e envolvente? Este curso desvenda metodologias e abordagens pedagógicas focadas nesse tema, tanto para ensino formal quanto não formal. Nele, você terá acesso a bases teóricas e a casos práticos voltados para aplicação da educação para a sustentabilidade em diferentes contextos das águas do Brasil. Não perca esta chance: inscreva-se agora e aprofunde seus conhecimentos sobre o tema!",[]
971,"Educação Patrimonial: currículo, conceito e temas","Neste curso, por meio da experiência do Distrito Federal, você conhecerá conceitos e marcos normativos da vinculação entre a educação patrimonial e o currículo escolar. Você compreenderá como estabelecer essa relação a partir de uma referência da educação formal e das políticas públicas de patrimônio cultural. Quer saber mais? Inscreva-se!",[]
1030,Instrumentos de Desenvolvimento Urbano Sustentável - Gestão,"Descubra quais são as atribuições dos governos locais na promoção do Desenvolvimento Urbano Sustentável! Neste curso você conhecerá as leis que orientam a gestão urbana a nível municipal e mais especificamente como implementar instrumentos de licenciamento urbano e ambiental, de controle urbano, de zeladoria urbana e de zoneamento, tais como as Zonas Especiais de Interesse Social (ZEIS).","['gestão pública', 'administração pública', 'governança ambiental', 'políticas públicas', 'gestão de cidades inteligentes', 'atendimento ao cidadão', 'gestão de serviços públicos']"
1023,Instrumentos de Desenvolvimento Urbano Sustentável - Financiamento,"Neste curso você compreenderá o contexto econômico, regulatório e institucional do financiamento do desenvolvimento urbano no Brasil e as possíveis estratégias para não só aumentar a arrecadação e o financiamento a nível local, como também acessar fontes alternativas de recursos para o desenvolvimento sustentável.",[]
852,Design Thinking aplicado a Bibliotecas,"Neste curso, você conhecerá as fases do Design Thinking e como aplicá-las em espaços educativos, especialmente nas bibliotecas públicas e comunitárias, com o fim de promover uma busca inovadora por soluções criativas através da co-criação. Além disso, compreenderá as origens da metodologia e as possibilidades de implementação, a partir da apresentação de exemplos reais e práticos.",['design instrucional']
640,"Transferegov.br: Cadastro de Entes, Instituições e Usuários","Está precisando entender a diferença entre cadastros de usuários, entes e instituições no Transferegov.br? Neste curso, você terá a oportunidade de conhecer as diferenças entre os vários tipos de perfis de cadastrador, além de ter na mão tutoriais práticos e simples sobre cadastramento e gerenciamento dos diversos perfis disponíveis na plataforma. Faça sua inscrição para saber mais!",[]
1019,Instrumentos de Desenvolvimento Urbano Sustentável - Planejamento,Você sabe por onde começar para planejar políticas de Desenvolvimento Urbano Sustentável? Neste curso você conhecerá alguns dos principais instrumentos para o planejamento territorial e como aplicá-los. Você exercitará também uma postura crítica em relação a situação atual dos municípios brasileiros e aprenderá a formular propostas que considerem diferentes variáveis e condicionantes locais.,[]
1016,Instrumentos de Desenvolvimento Urbano Sustentável - Governança,"Descubra como os níveis de governo podem cooperar para alcançar o Desenvolvimento Urbano Sustentável! Neste curso você verá como o federalismo brasileiro condiciona a distribuição de recursos e como a União, estados e municípios podem se fortalecer atuando conjuntamente. Você conhecerá também o que são as funções públicas de interesse comum e como elas impactam na governança interfederativa.","['gestão pública', 'administração pública', 'auditoria governamental', 'governança ambiental', 'políticas públicas']"
1018,Instrumentos de Desenvolvimento Urbano Sustentável - Informações,"As informações podem se tornar grandes aliadas para a promoção do Desenvolvimento Urbano Sustentável. Neste curso você conhecerá casos práticos de como levantar dados a nível local e como disponibilizá-los para a população, usando por exemplo o Cadastro Territorial Multifinalitário e os Sistemas de Informações Geográficas como subsídio para a tomada de decisão.",['gestão de cidades inteligentes']
1017,Instrumentos de Desenvolvimento Urbano Sustentável - Introdução,Você já ouviu falar de Desenvolvimento Urbano Sustentável? Neste curso você irá conhecer como essa ideia surgiu e o que ela pode representar para as cidades brasileiras. Você também aprenderá a analisar as problemáticas e possibilidades das paisagens naturais e construídas e terá contato com instrumentos e práticas concretas para promover o desenvolvimento urbano sustentável.,"['desenvolvimento sustentável', 'gestão de cidades inteligentes']"
798,Internet do Comportamento (loB) em Serviços Públicos Digitais,"Neste curso, você conhecerá os conceitos e aspectos da Internet do Comportamento (IoB) e entenderá como ocorre a sua aplicação no contexto da Administração Pública. Você compreenderá também a relação entre a IoB e a Internet das Coisas (IoT) e como a integração entre elas possibilita decisões mais precisas e acertadas na utilização. Inscreva-se para saber mais.",[]
917,Introdução à Facilitação para Inovação e Transformação Governamental,"Em um contexto de inovação, a facilitação é o trabalho de construir colaborativamente soluções para desafios públicos a partir de múltiplos olhares e diálogos. Este curso aborda aspectos introdutórios da facilitação para transformação governamental, com ênfase em técnicas para facilitação em ambiente remoto. Que tal fazer parte de um grupo de pessoas que querem aprender mais sobre este tema? Inscreva-se e comece sua jornada!",[]
1025,Educação Patrimonial e Arte,"Neste curso, você conhecerá algumas intersecções entre os campos de educação patrimonial e arte, compreendendo os processos de criação, de elaboração estética e de constituição de cidadania dos estudantes durante o percurso na educação básica. Achou interessante? Inscreva-se!",[]
1013,Serviços no Portal Gov.br: Conceitos e Gestão de Cadastros,"Você já deve ter usado algum serviço disponível no Portal Gov.br, mas já parou para pensar em como esses serviços foram reunidos nesse local? A quais parâmetros legais tiveram de obedecer e quais critérios de qualidade estão envolvidos na sua prestação? Neste curso, você conhecerá os fundamentos, os conceitos e normativos relativos à prestação de serviços públicos no Portal Gov.br e compreenderá os procedimentos para realizar e gerenciar o cadastro de serviços do referido portal. Inscreva-se!",[]
1027,Implementação do Novo Marco Regulatório do Saneamento Básico - Introdução,"Neste curso, você conhecerá as principais atribuições e responsabilidades relacionadas à implementação do marco legal do saneamento básico instituído pela Lei nº 14.026/2020. Além disso, você conhecerá alguns conceitos fundamentais, a agenda regulatória da ANA e como ocorre a estruturação de projetos apoiados pelo BNDES e SPPI. Saiba mais sobre o assunto, faça sua inscrição. Este curso é uma iniciativa conjunta entre os órgãos citados que apresenta informações básicas sobre o marco legal do setor.","['gestão pública', 'direito administrativo', 'políticas públicas', 'accountability pública']"
1020,Educação Patrimonial e Diversidade,"Neste curso, você conhecerá conceitos e ferramentas que nos ajudam a pensar sobre a riqueza cultural do Brasil: os patrimônios culturais material e imaterial, os territórios, as identidades... A educação patrimonial nos fala sobre a diversidade e vice-versa! Quer saber mais? Inscreva-se!",[]
973,Educação Patrimonial e Patrimônio Imaterial,"Neste curso, você conhecerá o conceito de patrimônio cultural imaterial, compreendendo como os saberes, as celebrações, as formas de expressão e os lugares que compõem nossas múltiplas identidades podem ser abordados a partir da educação patrimonial. Saiba mais, inscreva-se!",[]
1021,Educação Patrimonial e Patrimônio Material,"Neste curso, você será apresentado(a) ao conceito de patrimônio cultural material e conhecerá um pouco do histórico dos processos de patrimonialização e de preservação no Brasil. Inscreva-se!",[]
972,Educação Patrimonial e Inventários Participativos,"Neste curso, você conhecerá os inventários participativos, uma ferramenta potente para promover a educação patrimonial e para valorizar as referências culturais brasileiras! Ficou interessado(a)? Inscreva-se!",[]
1022,Governança Colaborativa para a Primeira Infância,"Neste curso, você terá a oportunidade de conhecer e experimentar estratégias de Governança Colaborativa para a Primeira Infância com o objetivo de fortalecer a relação federativa entre estados e municípios na promoção de políticas públicas para a Primeira Infância. Serão abordados temas como a trajetória da Primeira Infância no Brasil, a definição e aplicação da Governança Colaborativa e seu respectivo tripé de formulação. O curso também discutirá a sustentabilidade temporal das políticas e apresentará um modelo prático de implementação do modelo de governança.","['gestão pública', 'administração pública', 'políticas públicas']"
1015,Formação e Gestão de Núcleo Comunitário de Proteção e Defesa Civil (Nupdec),"Os desastres afetam nossa sociedade, a economia e o meio ambiente de diversas maneiras. Mas, e se pudéssemos estar um passo à frente? Por meio dos Núcleos Comunitários de Proteção e Defesa Civil (Nupdecs) é possível promover a mobilização e participação social para proteger áreas de risco nas diversas regiões do país. Que ser um agente desses mecanismos e saber como eles funcionam? Inscreva-se agora neste curso. Participe!","['participação social', 'controle social']"
